Date,Hour,TripCount,TotalRevenue,TotalPassengers,TotalDistance
2001-01-01,0,5,294.65,6.0,55.629999999999995
2001-01-01,15,1,43.0,2.0,9.13
2002-12-31,22,2,73.58,2.0,15.02
2002-12-31,23,9,519.37,9.0,111.13
2003-01-01,0,6,454.08,8.0,79.29
2008-12-31,10,1,21.0,1.0,3.01
2008-12-31,13,1,96.66,1.0,19.37
2008-12-31,14,1,62.93,1.0,8.41
2008-12-31,15,1,98.69,1.0,11.77
2008-12-31,17,1,64.98,1.0,8.52
2008-12-31,20,1,40.68,1.0,6.46
2008-12-31,23,17,716.94,17.0,123.00000000000003
2009-01-01,0,9,151.13,15.0,14.61
2009-01-01,4,1,82.69,1.0,21.4
2009-01-01,5,1,18.2,1.0,1.91
2009-01-01,7,1,29.4,1.0,3.07
2009-01-01,15,1,16.1,1.0,1.13
2009-01-01,20,1,0.0,1.0,0.0
2009-01-01,23,1,4.5,1.0,0.0
2014-11-19,8,1,52.38,2.0,6.43
2022-10-24,17,1,120.3,1.0,0.0
2022-10-24,20,1,54.36,1.0,0.0
2022-10-24,21,1,90.36,1.0,0.0
2022-10-24,23,1,72.25,1.0,0.0
2022-10-25,0,2,17.35,2.0,3.3
2022-10-25,3,1,120.3,1.0,0.02
2022-10-25,7,1,94.56,2.0,0.76
2022-10-25,9,1,21.55,1.0,6.48
2022-10-25,11,1,90.96,1.0,0.0
2022-10-25,13,1,78.5,2.0,0.22
2022-12-31,14,2,27.96,2.0,0.95
2022-12-31,15,1,13.2,1.0,1.54
2022-12-31,22,3,89.28,3.0,10.86
2022-12-31,23,19,527.79,23.0,69.45
2023-01-01,0,5336,144383.0,7885.0,17856.420000000002
2023-01-01,1,5752,155404.84,8271.0,18699.870000000028
2023-01-01,2,5097,135582.84,7140.0,17125.04999999994
2023-01-01,3,3952,106019.97,5174.0,13840.05
2023-01-01,4,2501,69674.0,3359.0,9598.789999999992
2023-01-01,5,1097,35591.78,1479.0,5408.85000000001
2023-01-01,6,908,33467.05,1206.0,5621.870000000001
2023-01-01,7,1021,36698.04,1395.0,6389.430000000008
2023-01-01,8,1147,40769.23,1590.0,6723.810000000001
2023-01-01,9,1650,48908.67,2355.0,7450.5899999999965
2023-01-01,10,2698,83996.26,4112.0,12757.0
2023-01-01,11,3354,95781.52,5024.0,13582.280000000006
2023-01-01,12,3828,113120.95,5870.0,15828.56000000003
2023-01-01,13,3998,119843.87,6277.0,16817.610000000022
2023-01-01,14,4252,138567.5,6638.0,19843.219999999987
2023-01-01,15,4326,140187.99,6823.0,19981.94000000002
2023-01-01,16,4253,140709.53,6640.0,22408.42999999996
2023-01-01,17,4099,131435.95,6339.0,18218.529999999948
2023-01-01,18,3720,116112.97,5551.0,15794.679999999998
2023-01-01,19,3442,109173.77,5336.0,77991.86000000009
2023-01-01,20,2901,91411.45,4414.0,12785.84
2023-01-01,21,2778,89393.42,4269.0,12733.009999999991
2023-01-01,22,2607,96045.05,3868.0,15312.240000000005
2023-01-01,23,2035,75194.79,2959.0,12404.190000000019
2023-01-02,0,1280,44346.92,1829.0,7191.459999999997
2023-01-02,1,755,24028.02,1088.0,3911.310000000001
2023-01-02,2,433,12221.17,623.0,1826.3399999999995
2023-01-02,3,379,13866.87,537.0,2186.0400000000004
2023-01-02,4,371,13651.12,482.0,2135.090000000001
2023-01-02,5,394,18105.67,562.0,3025.700000000001
2023-01-02,6,799,37482.98,1106.0,6399.580000000005
2023-01-02,7,1176,42574.12,1612.0,8393.559999999987
2023-01-02,8,1540,50086.54,2131.0,7837.410000000001
2023-01-02,9,2325,72428.1,3363.0,10956.350000000015
2023-01-02,10,3134,89049.67,4585.0,13014.869999999988
2023-01-02,11,3671,101689.84,5439.0,14543.019999999991
2023-01-02,12,4292,113339.93,6498.0,15452.290000000015
2023-01-02,13,4816,136274.04,7242.0,18946.44999999997
2023-01-02,14,5195,158837.89,7810.0,22928.22000000001
2023-01-02,15,5286,161613.26,7786.0,22670.580000000024
2023-01-02,16,5137,158302.39,7669.0,22007.329999999973
2023-01-02,17,5075,153667.24,7425.0,20868.029999999973
2023-01-02,18,4348,126056.69,6278.0,17260.689999999988
2023-01-02,19,3915,120959.8,5860.0,17399.94999999999
2023-01-02,20,3607,116095.63,5451.0,17342.66999999997
2023-01-02,21,3268,103735.16,4955.0,15456.730000000012
2023-01-02,22,2763,94625.8,3969.0,15379.14999999999
2023-01-02,23,1818,70405.89,2551.0,11741.74999999999
2023-01-03,0,1322,54514.91,1827.0,9556.47
2023-01-03,1,751,33592.54,1037.0,6066.5800000000045
2023-01-03,2,392,15069.99,528.0,2543.69
2023-01-03,3,288,12859.17,373.0,2185.5299999999993
2023-01-03,4,255,11376.85,366.0,1846.0400000000006
2023-01-03,5,656,23926.28,830.0,3923.389999999999
2023-01-03,6,1868,58387.59,2248.0,11126.330000000009
2023-01-03,7,3342,84783.94,4031.0,13827.26
2023-01-03,8,4431,116855.33,5433.0,17088.340000000022
2023-01-03,9,4545,119511.62,5746.0,15603.640000000018
2023-01-03,10,5332,135602.67,7021.0,16765.479999999956
2023-01-03,11,5422,136190.79,7374.0,16202.56999999998
2023-01-03,12,5145,127212.95,6956.0,15340.930000000028
2023-01-03,13,5302,145826.2,7300.0,19100.300000000076
2023-01-03,14,5628,163643.26,7681.0,22315.22000000001
2023-01-03,15,5760,166593.48,8023.0,31417.710000000046
2023-01-03,16,5677,181681.06,7852.0,22561.42999999997
2023-01-03,17,6016,177039.94,8137.0,20924.480000000014
2023-01-03,18,5908,165259.02,7955.0,19831.49
2023-01-03,19,5037,156027.85,6774.0,20625.98999999997
2023-01-03,20,3848,115027.87,5265.0,16350.220000000008
2023-01-03,21,3673,109615.06,5237.0,15495.140000000027
2023-01-03,22,2878,90545.98,4089.0,13550.740000000038
2023-01-03,23,2307,86950.99,3204.0,14267.410000000036
2023-01-04,0,1558,66641.53,2132.0,11644.77999999999
2023-01-04,1,670,24500.73,920.0,4032.8300000000013
2023-01-04,2,382,13704.12,519.0,2289.8399999999992
2023-01-04,3,242,7918.71,285.0,1284.72
2023-01-04,4,264,10317.96,323.0,1652.5499999999997
2023-01-04,5,610,20701.26,769.0,3417.970000000003
2023-01-04,6,1602,42989.15,1915.0,6395.000000000007
2023-01-04,7,3398,93630.28,4188.0,13130.330000000005
2023-01-04,8,4387,106587.91,5417.0,12660.059999999974
2023-01-04,9,4727,121646.63,5967.0,15089.16999999998
2023-01-04,10,4764,128152.6,6162.0,16101.360000000011
2023-01-04,11,4836,119767.06,6370.0,14013.02000000001
2023-01-04,12,5222,130401.46,7083.0,15405.260000000004
2023-01-04,13,5514,143543.74,7472.0,17974.06
2023-01-04,14,6047,169012.13,8350.0,22038.94000000001
2023-01-04,15,6379,171179.91,8877.0,21596.250000000055
2023-01-04,16,6996,208293.11,9633.0,23618.16000000003
2023-01-04,17,6968,197292.56,9145.0,21376.36000000007
2023-01-04,18,8130,219395.68,10307.0,23555.36000000005
2023-01-04,19,6744,193627.96,8858.0,23964.849999999962
2023-01-04,20,4652,129198.48,6400.0,17574.670000000027
2023-01-04,21,4390,123848.7,6093.0,17437.29999999998
2023-01-04,22,3769,106539.79,5332.0,14651.119999999984
2023-01-04,23,2841,96360.49,3872.0,15324.000000000036
2023-01-05,0,1736,62385.91,2409.0,10160.559999999998
2023-01-05,1,800,26561.23,1090.0,4182.3700000000035
2023-01-05,2,490,13860.4,676.0,2215.7899999999995
2023-01-05,3,318,10217.23,399.0,1683.1599999999996
2023-01-05,4,314,12344.84,409.0,2051.36
2023-01-05,5,575,19981.47,712.0,3233.109999999998
2023-01-05,6,1697,47316.13,1914.0,11722.100000000002
2023-01-05,7,3553,89128.06,4364.0,11662.25
2023-01-05,8,4567,106443.8,5567.0,14633.81000000003
2023-01-05,9,5087,124108.16,6393.0,14353.830000000009
2023-01-05,10,5021,127512.93,6580.0,15524.380000000032
2023-01-05,11,5234,134850.59,6906.0,15936.430000000035
2023-01-05,12,5628,136358.97,7385.0,15819.359999999986
2023-01-05,13,5988,155978.3,8058.0,19492.10000000003
2023-01-05,14,6449,177750.23,8756.0,23117.44999999998
2023-01-05,15,6694,182428.69,8993.0,32395.3999999999
2023-01-05,16,6438,192607.58,8656.0,21969.089999999946
2023-01-05,17,7303,204194.26,9682.0,22193.37000000005
2023-01-05,18,7668,207679.13,10078.0,22746.800000000014
2023-01-05,19,6320,173255.24,8498.0,20313.86999999989
2023-01-05,20,5556,150624.54,7483.0,19963.890000000025
2023-01-05,21,5447,146077.59,7597.0,19485.34999999996
2023-01-05,22,4602,125237.65,6382.0,17000.36
2023-01-05,23,3578,107679.85,4876.0,15810.750000000016
2023-01-06,0,2187,64156.77,2930.0,9452.820000000016
2023-01-06,1,1128,29937.7,1483.0,4220.880000000002
2023-01-06,2,564,12823.58,738.0,1683.05
2023-01-06,3,347,10230.91,437.0,1558.5299999999988
2023-01-06,4,321,10986.58,361.0,5733.69
2023-01-06,5,642,23291.44,804.0,8032.189999999999
2023-01-06,6,1472,44645.65,1763.0,6786.37
2023-01-06,7,3195,81006.07,3992.0,10545.549999999981
2023-01-06,8,4109,100087.41,5115.0,11914.299999999996
2023-01-06,9,4526,111346.45,5664.0,13399.419999999978
2023-01-06,10,4809,119416.75,6229.0,14309.369999999966
2023-01-06,11,4978,124804.5,6443.0,15167.99000000001
2023-01-06,12,5191,128152.03,6790.0,15713.26999999998
2023-01-06,13,5592,142171.2,7502.0,17575.05000000006
2023-01-06,14,6663,181304.42,9048.0,22606.82999999997
2023-01-06,15,6499,175024.5,8936.0,21353.059999999976
2023-01-06,16,6318,185657.74,8603.0,21009.27000000002
2023-01-06,17,7178,196443.13,9589.0,20973.379999999936
2023-01-06,18,7240,190165.59,9806.0,19954.000000000084
2023-01-06,19,6955,188624.16,9666.0,21265.80999999999
2023-01-06,20,5519,144163.28,7837.0,17960.430000000033
2023-01-06,21,5744,150595.74,8338.0,19247.12
2023-01-06,22,5947,153041.11,8694.0,22143.019999999935
2023-01-06,23,5426,145329.07,7756.0,19334.990000000005
2023-01-07,0,4719,113498.37,6758.0,13965.330000000056
2023-01-07,1,3900,89698.52,5556.0,11129.669999999995
2023-01-07,2,2773,63581.44,3918.0,8015.999999999997
2023-01-07,3,1685,41598.04,2390.0,5372.169999999993
2023-01-07,4,827,25001.49,1133.0,3604.360000000002
2023-01-07,5,497,19715.17,647.0,3215.9900000000007
2023-01-07,6,814,30129.53,990.0,5142.680000000004
2023-01-07,7,1436,45151.28,1771.0,7050.790000000006
2023-01-07,8,2065,56053.94,2685.0,8464.29
2023-01-07,9,3165,74001.76,4158.0,9823.739999999974
2023-01-07,10,4131,93078.93,5709.0,11975.439999999984
2023-01-07,11,4923,109790.52,6881.0,13298.290000000008
2023-01-07,12,5632,130730.7,7896.0,15687.759999999962
2023-01-07,13,6102,147673.97,8806.0,18014.740000000023
2023-01-07,14,6248,164674.97,9165.0,21588.43999999992
2023-01-07,15,6391,169610.9,9408.0,22034.570000000018
2023-01-07,16,6493,171411.69,9504.0,21825.949999999888
2023-01-07,17,6580,167488.65,9575.0,20545.73000000004
2023-01-07,18,6610,161857.8,9596.0,245504.9
2023-01-07,19,6702,167249.67,9798.0,20550.270000000084
2023-01-07,20,5662,150939.84,8238.0,19582.49000000009
2023-01-07,21,5739,154701.28,8483.0,19349.679999999968
2023-01-07,22,6339,170446.12,9447.0,24771.089999999887
2023-01-07,23,5603,145547.77,8250.0,22289.610000000048
2023-01-08,0,5231,132098.32,7571.0,16729.43
2023-01-08,1,4307,99804.48,6183.0,11957.470000000016
2023-01-08,2,3230,76395.62,4535.0,9435.769999999997
2023-01-08,3,1971,46621.93,2718.0,6042.889999999989
2023-01-08,4,1025,28067.08,1409.0,3997.1600000000008
2023-01-08,5,490,20431.07,669.0,3499.339999999999
2023-01-08,6,758,32388.42,978.0,5640.509999999995
2023-01-08,7,1145,42367.33,1485.0,6953.130000000002
2023-01-08,8,1703,49121.86,2291.0,7364.409999999994
2023-01-08,9,2569,65787.93,3632.0,9608.770000000015
2023-01-08,10,3905,97823.88,5562.0,13545.10000000002
2023-01-08,11,4459,104480.51,6400.0,13278.289999999985
2023-01-08,12,5287,133980.7,7476.0,17434.90000000002
2023-01-08,13,5487,146252.48,7772.0,19384.429999999997
2023-01-08,14,5725,161510.03,8092.0,21581.679999999997
2023-01-08,15,5539,164289.78,7811.0,22711.71999999993
2023-01-08,16,5815,169567.79,8246.0,23465.45999999995
2023-01-08,17,5360,160221.09,7523.0,22323.31999999997
2023-01-08,18,4821,130611.18,6739.0,17523.169999999984
2023-01-08,19,4252,125788.08,5802.0,18417.809999999983
2023-01-08,20,3681,115361.24,4974.0,16818.540000000023
2023-01-08,21,3610,122479.55,4890.0,18358.66999999997
2023-01-08,22,2595,96147.55,3458.0,15157.760000000031
2023-01-08,23,2091,83901.85,2693.0,14139.750000000002
2023-01-09,0,1267,48751.14,1706.0,8338.55000000001
2023-01-09,1,482,14718.76,603.0,2398.3199999999974
2023-01-09,2,295,7985.65,387.0,1121.9800000000002
2023-01-09,3,241,7619.38,300.0,1193.599999999999
2023-01-09,4,267,9422.17,322.0,1490.7700000000002
2023-01-09,5,581,18518.05,683.0,2870.5899999999992
2023-01-09,6,1730,50381.81,2043.0,7571.229999999999
2023-01-09,7,3480,97023.38,4194.0,12882.81999999999
2023-01-09,8,4488,113734.92,5443.0,13600.449999999999
2023-01-09,9,4550,117108.42,5657.0,14073.889999999987
2023-01-09,10,4422,116936.87,5585.0,14700.840000000004
2023-01-09,11,4622,118406.39,5865.0,14562.439999999997
2023-01-09,12,4930,129159.35,6392.0,16242.14999999997
2023-01-09,13,4763,125625.27,6115.0,15890.489999999982
2023-01-09,14,5516,152602.95,7177.0,20177.169999999907
2023-01-09,15,5894,154376.57,7768.0,29209.02000000005
2023-01-09,16,5710,171928.29,7349.0,20370.299999999883
2023-01-09,17,6499,188834.44,8409.0,21916.54000000004
2023-01-09,18,6334,176340.7,8102.0,20579.370000000094
2023-01-09,19,5478,152517.6,7037.0,18576.160000000025
2023-01-09,20,4513,124290.05,5939.0,16974.339999999935
2023-01-09,21,4024,112855.44,5393.0,15645.049999999988
2023-01-09,22,3240,96091.04,4299.0,13954.54999999997
2023-01-09,23,2023,66883.43,2586.0,15640.07
2023-01-10,0,1045,32900.92,1356.0,5033.399999999995
2023-01-10,1,496,16464.36,646.0,2681.2299999999987
2023-01-10,2,261,6890.99,340.0,1005.2699999999998
2023-01-10,3,193,5130.87,220.0,709.7999999999998
2023-01-10,4,226,7134.7,281.0,1130.9299999999994
2023-01-10,5,578,19278.28,709.0,2970.7699999999986
2023-01-10,6,1760,46450.45,2025.0,6756.069999999986
2023-01-10,7,3745,91892.33,4567.0,11454.559999999987
2023-01-10,8,4855,114809.9,5860.0,12944.71000000003
2023-01-10,9,5173,131702.14,6246.0,15146.72000000001
2023-01-10,10,5146,128100.31,6304.0,14952.019999999999
2023-01-10,11,5194,130408.53,6629.0,15079.299999999956
2023-01-10,12,5609,137435.65,7095.0,15799.820000000023
2023-01-10,13,5781,146162.82,7476.0,17559.74000000005
2023-01-10,14,6517,174575.8,8462.0,21622.190000000006
2023-01-10,15,6642,169900.65,8738.0,20312.71
2023-01-10,16,6294,183736.59,8208.0,20730.960000000025
2023-01-10,17,7175,199243.63,9160.0,21211.940000000093
2023-01-10,18,7604,197336.5,9671.0,20602.279999999926
2023-01-10,19,6771,181658.44,8635.0,20918.040000000048
2023-01-10,20,5943,153288.04,7732.0,18998.64999999992
2023-01-10,21,5763,152915.68,7645.0,20255.430000000073
2023-01-10,22,4441,119353.06,5843.0,15759.800000000023
2023-01-10,23,2704,83587.93,3569.0,12399.519999999979
2023-01-11,0,1496,45239.86,2015.0,6850.319999999993
2023-01-11,1,726,19775.96,904.0,2893.939999999999
2023-01-11,2,328,9042.89,443.0,1281.2700000000007
2023-01-11,3,240,6572.99,317.0,1049.9099999999996
2023-01-11,4,276,10213.75,331.0,1523.6899999999982
2023-01-11,5,596,20804.93,737.0,3151.0700000000047
2023-01-11,6,1764,47011.56,2032.0,6890.409999999997
2023-01-11,7,3745,91622.86,4463.0,11682.45000000003
2023-01-11,8,5099,121388.34,6222.0,13790.489999999982
2023-01-11,9,5052,116937.67,6027.0,12512.450000000019
2023-01-11,10,5205,122862.65,6477.0,13238.020000000017
2023-01-11,11,5372,126224.81,6746.0,13856.47999999998
2023-01-11,12,5896,148316.8,7519.0,17318.140000000025
2023-01-11,13,6011,150750.77,7583.0,17998.989999999994
2023-01-11,14,6483,165971.77,8353.0,19891.57999999992
2023-01-11,15,6862,173440.26,8950.0,20344.87000000012
2023-01-11,16,6840,200362.34,8864.0,22822.229999999923
2023-01-11,17,7697,220438.77,10011.0,24297.45999999994
2023-01-11,18,8220,215939.9,10669.0,22249.75999999993
2023-01-11,19,7063,189385.52,9041.0,21423.620000000014
2023-01-11,20,6251,162830.88,8085.0,20736.149999999972
2023-01-11,21,6193,157770.49,8215.0,20092.429999999946
2023-01-11,22,5305,144993.54,7093.0,19285.459999999937
2023-01-11,23,3398,100639.06,4507.0,14303.829999999993
2023-01-12,0,1848,58713.21,2372.0,8717.79000000001
2023-01-12,1,911,26245.21,1163.0,3886.370000000001
2023-01-12,2,583,16065.05,773.0,2447.230000000002
2023-01-12,3,332,10256.33,443.0,1537.0800000000013
2023-01-12,4,345,12548.29,439.0,2018.3400000000015
2023-01-12,5,641,22798.03,734.0,3580.7900000000036
2023-01-12,6,1953,52295.48,2237.0,7649.92
2023-01-12,7,4214,104508.04,4969.0,13204.00000000001
2023-01-12,8,5519,134101.26,6379.0,91741.36999999997
2023-01-12,9,5333,135775.89,6380.0,14985.06999999997
2023-01-12,10,5203,132837.5,6481.0,15358.229999999983
2023-01-12,11,5397,148687.5,6884.0,17400.39000000003
2023-01-12,12,5862,153631.37,7472.0,17887.14999999998
2023-01-12,13,6044,166606.5,7745.0,20445.65000000002
2023-01-12,14,6702,189543.74,8664.0,23619.889999999956
2023-01-12,15,6858,195079.1,8984.0,34264.590000000084
2023-01-12,16,6689,208984.77,8620.0,23625.61999999994
2023-01-12,17,7996,236209.56,10247.0,25264.469999999936
2023-01-12,18,9506,253600.9,11948.0,24896.92000000004
2023-01-12,19,6984,196083.18,8932.0,41534.35
2023-01-12,20,7002,182518.39,9229.0,22587.97999999998
2023-01-12,21,6063,160407.76,8155.0,20392.760000000006
2023-01-12,22,5374,147900.89,7288.0,19760.029999999937
2023-01-12,23,4027,114494.09,5378.0,15832.439999999953
2023-01-13,0,2918,99222.51,3921.0,15160.059999999985
2023-01-13,1,1589,49977.51,2122.0,7525.200000000008
2023-01-13,2,825,22895.28,1096.0,3314.189999999999
2023-01-13,3,443,12209.94,580.0,1732.3100000000009
2023-01-13,4,424,14855.72,537.0,2217.6800000000007
2023-01-13,5,667,23503.93,800.0,125184.0
2023-01-13,6,1716,53042.1,1964.0,8230.659999999996
2023-01-13,7,3255,86502.9,4007.0,18473.73000000001
2023-01-13,8,4100,101601.91,5043.0,12282.34999999998
2023-01-13,9,4560,119638.38,5705.0,14644.35000000002
2023-01-13,10,5058,128070.42,6454.0,15627.989999999974
2023-01-13,11,5188,132962.05,6766.0,15832.22999999997
2023-01-13,12,5602,146072.61,7265.0,17826.25999999999
2023-01-13,13,6067,162055.64,7831.0,20294.049999999992
2023-01-13,14,6922,199635.49,9291.0,25160.64
2023-01-13,15,6952,198403.49,9314.0,24025.809999999972
2023-01-13,16,6827,209533.79,9307.0,23688.899999999925
2023-01-13,17,7761,232029.32,10541.0,26096.749999999956
2023-01-13,18,7859,214655.7,10573.0,22591.379999999986
2023-01-13,19,7366,200537.19,10263.0,21749.15999999995
2023-01-13,20,6016,159838.63,8493.0,19768.280000000086
2023-01-13,21,5908,163292.44,8548.0,20604.85999999998
2023-01-13,22,6600,185457.04,9602.0,23604.390000000032
2023-01-13,23,6096,169236.96,8893.0,21724.629999999976
2023-01-14,0,5228,135299.45,7355.0,17423.170000000013
2023-01-14,1,4300,103222.06,6003.0,12605.670000000002
2023-01-14,2,3188,73626.49,4589.0,9143.979999999992
2023-01-14,3,1979,47119.33,2787.0,6089.770000000008
2023-01-14,4,975,26425.43,1319.0,3760.7199999999957
2023-01-14,5,448,17710.95,589.0,2868.699999999996
2023-01-14,6,740,24061.51,872.0,3893.7100000000014
2023-01-14,7,1390,45564.43,1767.0,7329.280000000015
2023-01-14,8,2212,59528.96,2927.0,12696.089999999995
2023-01-14,9,3336,83799.17,4490.0,11347.250000000002
2023-01-14,10,4533,108035.99,6225.0,13939.329999999984
2023-01-14,11,5452,130219.4,7595.0,15780.339999999998
2023-01-14,12,6210,153299.31,8850.0,22525.090000000084
2023-01-14,13,6516,170800.34,9359.0,20312.110000000026
2023-01-14,14,6313,168861.75,9033.0,21007.90999999997
2023-01-14,15,6978,186261.15,9987.0,22987.760000000035
2023-01-14,16,7249,195054.63,10630.0,23797.43000000006
2023-01-14,17,7262,191810.25,10544.0,23135.989999999972
2023-01-14,18,7251,187209.51,10387.0,21693.630000000056
2023-01-14,19,7103,175911.33,10484.0,23836.13000000008
2023-01-14,20,5898,149981.42,8739.0,17227.23999999996
2023-01-14,21,5884,158237.16,8627.0,19482.24
2023-01-14,22,6177,160318.38,9187.0,19416.629999999994
2023-01-14,23,6328,171663.2,9127.0,22177.510000000006
2023-01-15,0,5378,133051.56,7638.0,16507.17000000002
2023-01-15,1,4430,112272.38,6256.0,14558.520000000031
2023-01-15,2,3212,77690.86,4513.0,9759.980000000014
2023-01-15,3,2092,50970.09,2911.0,6650.039999999996
2023-01-15,4,1065,28060.15,1425.0,3922.029999999992
2023-01-15,5,382,14875.88,471.0,2277.2899999999986
2023-01-15,6,682,23393.97,857.0,3973.730000000003
2023-01-15,7,1215,40023.56,1613.0,6401.799999999994
2023-01-15,8,1822,48691.13,2454.0,194913.89999999997
2023-01-15,9,2915,71620.36,4105.0,9794.979999999992
2023-01-15,10,4008,98418.82,5582.0,13205.460000000017
2023-01-15,11,5076,124056.85,7125.0,16071.080000000013
2023-01-15,12,5657,140570.55,7998.0,17771.830000000024
2023-01-15,13,5719,152891.69,8155.0,19713.999999999996
2023-01-15,14,5896,160966.85,8484.0,20525.039999999997
2023-01-15,15,6056,171650.31,8828.0,22323.98000000003
2023-01-15,16,6228,173155.91,9025.0,22046.219999999987
2023-01-15,17,6053,172570.01,8698.0,22759.069999999905
2023-01-15,18,5908,157563.92,8520.0,19798.310000000023
2023-01-15,19,5216,135000.66,7532.0,17519.940000000024
2023-01-15,20,4980,136150.48,7341.0,17830.849999999977
2023-01-15,21,4500,122826.14,6486.0,16372.080000000002
2023-01-15,22,4298,130585.32,6026.0,19051.94000000005
2023-01-15,23,4056,131024.81,5525.0,19625.55999999997
2023-01-16,0,2410,71698.94,3287.0,10302.189999999991
2023-01-16,1,1339,36778.67,1860.0,5428.809999999992
2023-01-16,2,769,17976.58,1046.0,2410.9399999999996
2023-01-16,3,524,14249.27,665.0,2009.570000000001
2023-01-16,4,430,15381.7,597.0,2233.530000000003
2023-01-16,5,459,18432.28,602.0,3223.2899999999995
2023-01-16,6,1006,36142.01,1277.0,5942.4400000000005
2023-01-16,7,1605,51741.43,2036.0,7940.319999999999
2023-01-16,8,2521,69690.15,3262.0,9603.380000000006
2023-01-16,9,3281,85601.0,4312.0,11053.919999999995
2023-01-16,10,3994,104471.11,5387.0,13830.130000000006
2023-01-16,11,4592,117572.23,6230.0,15049.550000000027
2023-01-16,12,5038,130134.92,6927.0,16731.510000000053
2023-01-16,13,5292,142320.48,7410.0,18499.53000000004
2023-01-16,14,5571,168344.94,7698.0,23099.829999999958
2023-01-16,15,5852,167893.49,7977.0,22654.900000000056
2023-01-16,16,5899,169530.75,8080.0,23088.610000000008
2023-01-16,17,5916,168624.91,7925.0,22645.11
2023-01-16,18,5486,141708.92,7316.0,18227.64
2023-01-16,19,4606,126499.53,6219.0,17563.810000000005
2023-01-16,20,4049,115835.8,5575.0,16071.320000000058
2023-01-16,21,3859,125434.75,5240.0,18475.380000000005
2023-01-16,22,3277,113810.85,4402.0,17680.719999999958
2023-01-16,23,2345,87246.6,3171.0,14004.410000000024
2023-01-17,0,1208,43781.22,1644.0,7272.1
2023-01-17,1,550,16745.84,743.0,2633.8799999999983
2023-01-17,2,256,7148.76,344.0,1050.8500000000008
2023-01-17,3,209,6917.46,283.0,1054.7999999999995
2023-01-17,4,255,10137.44,289.0,1624.6799999999985
2023-01-17,5,651,22256.34,788.0,3399.879999999996
2023-01-17,6,1906,55074.55,2272.0,8339.370000000003
2023-01-17,7,4044,107257.76,4798.0,26730.499999999985
2023-01-17,8,5532,139856.6,6655.0,15995.979999999976
2023-01-17,9,5599,147585.59,6793.0,16602.550000000007
2023-01-17,10,5316,148624.98,6644.0,17940.030000000053
2023-01-17,11,5543,148740.56,6985.0,16858.410000000036
2023-01-17,12,5902,157228.36,7438.0,19055.199999999993
2023-01-17,13,6128,170113.77,7872.0,21067.01999999999
2023-01-17,14,6302,180188.66,8027.0,22749.719999999947
2023-01-17,15,6812,185210.89,8785.0,22462.760000000002
2023-01-17,16,6529,204578.47,8416.0,24135.679999999993
2023-01-17,17,7028,209827.62,8917.0,23709.719999999954
2023-01-17,18,7302,195400.39,9215.0,20487.850000000035
2023-01-17,19,6204,168019.0,7804.0,19614.249999999967
2023-01-17,20,5433,141114.96,6923.0,17950.380000000026
2023-01-17,21,5454,142650.44,7196.0,18426.739999999965
2023-01-17,22,4237,121602.28,5596.0,16942.029999999995
2023-01-17,23,2652,85014.08,3468.0,12524.41999999997
2023-01-18,0,1292,39541.82,1706.0,5952.230000000007
2023-01-18,1,579,15826.39,735.0,2290.249999999999
2023-01-18,2,324,8030.93,417.0,1085.18
2023-01-18,3,230,7690.61,307.0,1228.9300000000005
2023-01-18,4,273,12476.0,337.0,2058.03
2023-01-18,5,662,25154.6,805.0,12514.390000000005
2023-01-18,6,1814,52578.39,2118.0,7765.779999999991
2023-01-18,7,3845,100008.63,4500.0,15944.789999999997
2023-01-18,8,5294,133946.1,6229.0,15323.109999999988
2023-01-18,9,5226,136991.61,6308.0,15256.050000000027
2023-01-18,10,5312,140462.01,6555.0,16229.529999999995
2023-01-18,11,5172,133394.01,6480.0,14734.680000000002
2023-01-18,12,5744,150011.88,7251.0,17118.360000000026
2023-01-18,13,5936,159099.7,7721.0,18775.26000000009
2023-01-18,14,6476,180205.8,8133.0,22097.6099999999
2023-01-18,15,6696,175251.31,8690.0,20794.00999999989
2023-01-18,16,6610,195283.35,8471.0,21772.539999999957
2023-01-18,17,7429,206510.47,9426.0,21499.64
2023-01-18,18,8033,211866.24,10054.0,21615.36999999988
2023-01-18,19,7196,194545.06,9314.0,40964.999999999935
2023-01-18,20,6497,167132.88,8411.0,20738.270000000077
2023-01-18,21,6503,166811.55,8617.0,21381.87000000004
2023-01-18,22,5676,153914.83,7396.0,20305.46000000004
2023-01-18,23,3333,93323.65,4382.0,12823.17000000002
2023-01-19,0,1811,50501.78,2385.0,7220.199999999986
2023-01-19,1,827,21105.83,1111.0,2825.160000000001
2023-01-19,2,512,12592.59,658.0,1681.2599999999993
2023-01-19,3,355,8926.05,445.0,1255.6199999999992
2023-01-19,4,324,11857.36,399.0,1815.3600000000001
2023-01-19,5,606,21302.83,746.0,3240.309999999998
2023-01-19,6,1841,50623.15,2138.0,7418.809999999999
2023-01-19,7,3927,100232.62,4719.0,12837.639999999965
2023-01-19,8,5470,132582.58,6463.0,14449.959999999997
2023-01-19,9,5809,143546.71,7110.0,15049.390000000029
2023-01-19,10,5548,136221.14,6835.0,14088.739999999987
2023-01-19,11,5606,141619.18,7059.0,15107.20000000001
2023-01-19,12,6088,157360.8,7712.0,16951.000000000033
