Date,Hour,TripCount,TotalRevenue,TotalPassengers,TotalDistance
2023-02-13,2,406,9974.26,538.0,1408.8899999999987
2023-02-13,3,261,6847.41,334.0,1004.0800000000003
2023-02-13,4,331,11951.8,414.0,13066.740000000003
2023-02-13,5,663,24917.06,787.0,4175.85
2023-02-13,6,1794,54298.45,2147.0,8510.809999999998
2023-02-13,7,3549,94887.73,4336.0,13115.010000000026
2023-02-13,8,4686,113384.51,5807.0,22343.030000000006
2023-02-13,9,4774,123586.08,5921.0,15021.740000000043
2023-02-13,10,4806,123555.71,6124.0,15056.789999999985
2023-02-13,11,4925,124891.31,6306.0,15067.390000000078
2023-02-13,12,5094,130825.97,6629.0,16369.289999999975
2023-02-13,13,5190,139182.36,6685.0,18157.68999999995
2023-02-13,14,5859,162945.67,7774.0,20560.689999999962
2023-02-13,15,6042,163473.15,7933.0,24302.140000000043
2023-02-13,16,6120,181893.31,8002.0,21271.689999999893
2023-02-13,17,6556,184892.9,8431.0,20714.589999999986
2023-02-13,18,6915,177100.78,8948.0,18730.00000000006
2023-02-13,19,5973,167294.93,7768.0,20261.599999999995
2023-02-13,20,5123,135568.89,6731.0,17615.229999999923
2023-02-13,21,4905,134598.09,6502.0,18310.43000000005
2023-02-13,22,4371,126523.73,5863.0,17942.990000000023
2023-02-13,23,2547,80769.79,3283.0,12091.75999999998
2023-02-14,0,1210,38553.55,1558.0,6062.7999999999965
2023-02-14,1,518,13991.85,655.0,2173.5700000000006
2023-02-14,2,300,7993.22,400.0,1193.6299999999992
2023-02-14,3,220,8044.24,276.0,1347.5099999999995
2023-02-14,4,237,7895.3,279.0,1230.07
2023-02-14,5,573,20525.56,707.0,3461.4899999999984
2023-02-14,6,1891,53985.56,2245.0,8275.559999999996
2023-02-14,7,3872,96617.54,4619.0,12057.009999999947
2023-02-14,8,5160,128388.53,6175.0,14202.580000000027
2023-02-14,9,5337,134709.97,6419.0,14505.940000000037
2023-02-14,10,5117,128577.41,6391.0,14198.660000000014
2023-02-14,11,5362,132321.72,6779.0,14446.350000000071
2023-02-14,12,5686,143048.41,7235.0,16253.019999999999
2023-02-14,13,5753,145305.44,7371.0,16847.819999999974
2023-02-14,14,6379,167162.63,8224.0,19575.29999999993
2023-02-14,15,6581,174219.66,8728.0,20410.24000000005
2023-02-14,16,6795,197077.38,8630.0,20776.740000000013
2023-02-14,17,7914,224678.11,10019.0,22749.220000000067
2023-02-14,18,8979,239056.04,11416.0,23384.98999999994
2023-02-14,19,8003,215593.0,10648.0,22946.229999999938
2023-02-14,20,6601,172692.94,9012.0,20686.160000000007
2023-02-14,21,6054,160136.8,8465.0,19293.830000000027
2023-02-14,22,5563,146236.17,7741.0,18304.519999999993
2023-02-14,23,4239,116588.52,5827.0,15299.85000000001
2023-02-15,0,2148,57206.33,2894.0,7867.909999999991
2023-02-15,1,938,22453.73,1227.0,3029.5000000000045
2023-02-15,2,495,12106.75,674.0,1707.1599999999985
2023-02-15,3,345,10248.69,451.0,1538.9699999999991
2023-02-15,4,417,21288.65,542.0,3439.8
2023-02-15,5,813,39658.94,959.0,6497.360000000001
2023-02-15,6,1924,61846.52,2301.0,9393.670000000004
2023-02-15,7,4043,111066.22,4836.0,14822.060000000056
2023-02-15,8,5239,134816.8,6408.0,16231.819999999963
2023-02-15,9,5483,149143.17,6632.0,17331.380000000034
2023-02-15,10,5454,147812.23,6761.0,17054.140000000003
2023-02-15,11,5473,154206.54,6959.0,17784.060000000005
2023-02-15,12,5892,165844.99,7595.0,19685.049999999945
2023-02-15,13,6067,175563.69,7825.0,24715.589999999982
2023-02-15,14,6689,204737.86,8643.0,25788.820000000018
2023-02-15,15,6658,185713.55,8624.0,41801.23000000005
2023-02-15,16,6485,191233.22,8367.0,20706.420000000024
2023-02-15,17,7791,225142.08,9988.0,23995.199999999993
2023-02-15,18,8214,222795.16,10425.0,23687.339999999924
2023-02-15,19,7273,196340.82,9231.0,21933.75999999994
2023-02-15,20,6658,175640.51,8499.0,21629.70000000002
2023-02-15,21,6527,170898.86,8492.0,28338.700000000044
2023-02-15,22,5779,155604.13,7698.0,20212.380000000052
2023-02-15,23,3833,107999.09,5022.0,14854.399999999961
2023-02-16,0,1968,54483.62,2618.0,7640.950000000005
2023-02-16,1,931,22373.34,1211.0,3088.200000000002
2023-02-16,2,532,12594.54,704.0,1784.2000000000007
2023-02-16,3,344,10252.28,447.0,1616.0599999999995
2023-02-16,4,400,15310.74,485.0,2501.8
2023-02-16,5,705,27270.75,783.0,4322.360000000001
2023-02-16,6,1939,56759.01,2298.0,8887.089999999995
2023-02-16,7,3807,96477.32,4465.0,12465.03999999999
2023-02-16,8,5046,123922.19,5942.0,14145.369999999986
2023-02-16,9,5298,135131.05,6336.0,15376.900000000009
2023-02-16,10,5139,127108.42,6268.0,14378.580000000025
2023-02-16,11,5438,138350.34,6739.0,15762.399999999961
2023-02-16,12,5981,158132.34,7459.0,37067.13000000002
2023-02-16,13,6276,171263.48,7843.0,21395.670000000096
2023-02-16,14,7655,205243.14,9812.0,23936.079999999907
2023-02-16,15,8131,217792.64,10436.0,24323.329999999954
2023-02-16,16,7327,234136.82,9206.0,25086.45000000006
2023-02-16,17,7494,224649.02,9288.0,23293.830000000013
2023-02-16,18,8201,228816.84,10367.0,23436.550000000003
2023-02-16,19,7168,200400.89,9057.0,22805.529999999893
2023-02-16,20,6520,176706.74,8446.0,21728.489999999965
2023-02-16,21,6561,175017.73,8618.0,21835.950000000004
2023-02-16,22,5800,158037.03,7757.0,20636.69999999998
2023-02-16,23,4155,118701.2,5560.0,16680.269999999997
2023-02-17,0,2670,74653.64,3539.0,10501.589999999997
2023-02-17,1,1624,42392.4,2157.0,5820.739999999999
2023-02-17,2,1012,25985.16,1339.0,3732.85
2023-02-17,3,554,14820.43,791.0,2022.79
2023-02-17,4,525,20651.59,616.0,3149.4199999999983
2023-02-17,5,698,26599.38,803.0,12358.000000000002
2023-02-17,6,1726,59395.55,2023.0,9388.450000000004
2023-02-17,7,3367,88527.61,4047.0,20596.350000000002
2023-02-17,8,4275,105986.33,5245.0,12883.139999999974
2023-02-17,9,5162,134618.64,6535.0,16299.47
2023-02-17,10,4775,124887.45,6150.0,14712.39000000003
2023-02-17,11,5022,132343.97,6583.0,15591.360000000092
2023-02-17,12,5558,151752.87,7381.0,18403.75000000004
2023-02-17,13,6462,168821.99,8437.0,30621.340000000037
2023-02-17,14,6499,178968.38,8519.0,28188.349999999955
2023-02-17,15,7047,195493.19,9431.0,23078.76000000002
2023-02-17,16,7502,224983.32,9984.0,24155.4500000001
2023-02-17,17,7579,213091.88,9936.0,22488.209999999923
2023-02-17,18,7824,209669.09,10337.0,21785.23999999994
2023-02-17,19,7572,201477.37,10357.0,21577.139999999978
2023-02-17,20,6279,160775.79,8792.0,19026.170000000035
2023-02-17,21,6189,165592.48,8901.0,20246.230000000018
2023-02-17,22,6158,165109.73,8919.0,31901.199999999913
2023-02-17,23,5666,155702.84,8124.0,20014.56000000001
2023-02-18,0,4907,130966.49,6931.0,16915.85000000005
2023-02-18,1,3843,92501.58,5418.0,11363.31999999999
2023-02-18,2,2924,67086.72,4239.0,8283.630000000006
2023-02-18,3,1862,43306.93,2668.0,5589.449999999999
2023-02-18,4,941,25233.5,1242.0,3462.9000000000005
2023-02-18,5,440,18111.71,557.0,2935.1900000000014
2023-02-18,6,834,29205.33,1057.0,4854.180000000001
2023-02-18,7,1272,40229.72,1643.0,6450.5099999999975
2023-02-18,8,2126,57823.29,2805.0,8662.210000000008
2023-02-18,9,3301,81153.69,4487.0,10827.580000000002
2023-02-18,10,4412,104434.37,6138.0,13275.599999999966
2023-02-18,11,5006,116551.7,7025.0,14301.670000000011
2023-02-18,12,5468,134277.25,7716.0,16419.350000000046
2023-02-18,13,5707,146992.89,8286.0,17945.07
2023-02-18,14,5970,163856.18,8796.0,20831.900000000038
2023-02-18,15,6266,171539.96,9289.0,21264.520000000084
2023-02-18,16,6664,177373.31,9823.0,21663.759999999962
2023-02-18,17,6568,166294.57,9719.0,19355.819999999996
2023-02-18,18,6864,167145.73,10074.0,18486.88000000002
2023-02-18,19,6765,167603.16,10004.0,19477.000000000007
2023-02-18,20,5543,143236.68,8227.0,17024.550000000025
2023-02-18,21,5540,150250.31,8188.0,18591.77
2023-02-18,22,6148,164889.37,9105.0,20209.05999999996
2023-02-18,23,5901,154231.8,8514.0,18981.049999999996
2023-02-19,0,5577,140656.03,7999.0,17487.549999999992
2023-02-19,1,4283,100186.14,6158.0,12070.370000000028
2023-02-19,2,3352,78788.25,4692.0,9775.500000000013
2023-02-19,3,2361,56983.56,3334.0,7550.470000000005
2023-02-19,4,1266,34812.54,1741.0,4886.050000000004
2023-02-19,5,502,21024.58,632.0,3373.7999999999956
2023-02-19,6,715,26745.03,937.0,4561.830000000008
2023-02-19,7,1086,36182.41,1374.0,5936.7700000000095
2023-02-19,8,1594,46125.57,2070.0,7132.110000000002
2023-02-19,9,2592,69513.88,3602.0,10106.239999999978
2023-02-19,10,3750,89769.74,5200.0,11822.679999999975
2023-02-19,11,4516,108351.14,6551.0,13761.279999999982
2023-02-19,12,5182,136308.16,7412.0,17587.529999999973
2023-02-19,13,5344,149983.72,7708.0,19891.530000000064
2023-02-19,14,5554,164946.56,7890.0,22045.34999999998
2023-02-19,15,5674,165249.61,8305.0,21798.910000000003
2023-02-19,16,5824,168712.72,8532.0,66440.61999999995
2023-02-19,17,5685,160566.7,8244.0,20203.44000000004
2023-02-19,18,5510,145488.84,7885.0,17993.37000000005
2023-02-19,19,4711,130225.13,6814.0,18090.469999999983
2023-02-19,20,4312,125543.33,6138.0,17308.620000000028
2023-02-19,21,4062,117432.66,5916.0,16395.17999999996
2023-02-19,22,3740,109096.26,5373.0,21947.300000000003
2023-02-19,23,2826,84108.79,3984.0,12551.840000000013
2023-02-20,0,1909,55801.51,2640.0,8418.580000000002
2023-02-20,1,1075,28417.67,1425.0,4070.600000000003
2023-02-20,2,748,19143.83,1031.0,2659.68
2023-02-20,3,517,14036.76,732.0,2034.1199999999992
2023-02-20,4,451,16741.13,611.0,2683.110000000001
2023-02-20,5,475,20625.46,618.0,3505.68
2023-02-20,6,1071,41985.94,1375.0,7205.850000000009
2023-02-20,7,1587,53134.13,1976.0,8486.670000000002
2023-02-20,8,2402,65308.62,3141.0,9435.720000000016
2023-02-20,9,3219,86939.26,4295.0,12215.810000000003
2023-02-20,10,3917,105296.05,5414.0,14340.790000000006
2023-02-20,11,4622,119657.73,6431.0,15989.60000000002
2023-02-20,12,4921,131800.07,6847.0,17684.99000000003
2023-02-20,13,5277,154724.18,7431.0,21730.779999999962
2023-02-20,14,5821,170921.03,8336.0,23599.96999999993
2023-02-20,15,5969,172682.12,8410.0,23599.299999999974
2023-02-20,16,5797,169287.82,8199.0,23445.909999999956
2023-02-20,17,5753,161471.52,7899.0,21929.300000000072
2023-02-20,18,5619,144737.61,7619.0,19047.639999999996
2023-02-20,19,4803,139925.12,6638.0,20171.090000000007
2023-02-20,20,4119,125759.54,5635.0,18061.320000000007
2023-02-20,21,4147,133762.9,5778.0,19385.14
2023-02-20,22,3237,113388.58,4477.0,17558.03
2023-02-20,23,2127,81798.32,2861.0,13062.229999999994
2023-02-21,0,1238,44387.77,1603.0,7464.989999999999
2023-02-21,1,504,16137.91,631.0,2556.599999999999
2023-02-21,2,223,5823.35,293.0,832.1400000000004
2023-02-21,3,193,6035.25,219.0,969.1400000000004
2023-02-21,4,242,9980.84,267.0,1672.489999999999
2023-02-21,5,693,25443.91,801.0,339173.1199999999
2023-02-21,6,1936,57449.95,2294.0,8794.030000000004
2023-02-21,7,3511,93218.71,4037.0,40682.28000000002
2023-02-21,8,4986,124003.27,5991.0,14723.46999999997
2023-02-21,9,5344,137952.14,6622.0,16265.620000000012
2023-02-21,10,5339,142764.86,6860.0,21677.22000000003
2023-02-21,11,5192,131876.9,6773.0,15030.680000000011
2023-02-21,12,5696,153272.61,7500.0,18960.750000000007
2023-02-21,13,5829,158405.83,7687.0,19746.109999999993
2023-02-21,14,6189,171251.89,8281.0,21658.44000000001
2023-02-21,15,6801,181699.91,9006.0,22603.300000000047
2023-02-21,16,6549,187836.73,8612.0,20859.899999999954
2023-02-21,17,7716,215495.84,9931.0,22624.93999999992
2023-02-21,18,7208,189092.84,9227.0,19640.619999999944
2023-02-21,19,6262,179935.72,8237.0,21402.269999999997
2023-02-21,20,5492,147031.8,7145.0,18932.559999999914
2023-02-21,21,5447,148532.18,7240.0,19520.44000000003
2023-02-21,22,4583,130817.71,6185.0,17811.82000000002
2023-02-21,23,2704,86533.86,3579.0,13004.629999999992
2023-02-22,0,1540,53579.78,2052.0,8338.669999999996
2023-02-22,1,707,20808.75,944.0,3267.0599999999963
2023-02-22,2,358,9652.55,477.0,1447.5099999999998
2023-02-22,3,244,7069.38,323.0,1118.46
2023-02-22,4,280,11398.38,350.0,1883.5499999999995
2023-02-22,5,592,21176.98,736.0,3354.490000000002
2023-02-22,6,1798,47710.08,2062.0,6824.540000000003
2023-02-22,7,3633,91597.99,4278.0,11960.229999999983
2023-02-22,8,5225,134156.21,6302.0,16044.410000000005
2023-02-22,9,5515,145212.93,6783.0,27193.830000000016
2023-02-22,10,5420,134790.55,6915.0,21053.120000000064
2023-02-22,11,5667,140404.64,7208.0,15471.780000000006
2023-02-22,12,6039,152190.81,7826.0,17180.96000000008
2023-02-22,13,7189,190903.2,9397.0,22150.640000000014
2023-02-22,14,7971,224379.9,10513.0,26422.680000000008
2023-02-22,15,7657,202835.92,10184.0,22609.649999999925
2023-02-22,16,7220,216625.48,9480.0,22231.519999999975
2023-02-22,17,7415,221965.8,9428.0,22971.349999999926
2023-02-22,18,8117,222931.84,10403.0,22991.679999999924
2023-02-22,19,7336,197152.41,9434.0,22016.620000000028
2023-02-22,20,6406,165883.68,8485.0,20641.389999999985
2023-02-22,21,6118,158484.43,8176.0,20392.72
2023-02-22,22,5114,139587.02,6986.0,18526.97000000001
2023-02-22,23,3313,95481.3,4418.0,13490.249999999993
2023-02-23,0,1708,51232.09,2305.0,7692.540000000003
2023-02-23,1,878,25127.57,1173.0,3657.890000000003
2023-02-23,2,522,13094.59,693.0,1842.819999999999
2023-02-23,3,369,12361.0,460.0,2049.170000000001
2023-02-23,4,324,12407.26,388.0,2046.5599999999997
2023-02-23,5,636,20708.3,752.0,3151.790000000002
2023-02-23,6,1820,56362.06,2122.0,8787.829999999996
2023-02-23,7,3611,92077.02,4380.0,12060.940000000028
2023-02-23,8,4994,120399.68,5901.0,13731.240000000034
2023-02-23,9,5377,137983.81,6551.0,16090.530000000028
2023-02-23,10,5404,136649.0,6889.0,15595.339999999991
2023-02-23,11,5881,154458.17,7384.0,17916.81000000001
2023-02-23,12,6015,157163.0,7848.0,17390.62000000007
2023-02-23,13,6329,175514.26,8252.0,21689.77999999999
2023-02-23,14,7020,202977.11,9357.0,25849.90000000007
2023-02-23,15,7056,195605.05,9389.0,36411.75999999999
2023-02-23,16,7556,236169.25,9785.0,27247.95000000003
2023-02-23,17,8310,239708.09,10586.0,121430.04000000002
2023-02-23,18,8563,231029.37,10832.0,22855.040000000106
2023-02-23,19,7647,210559.63,9855.0,51799.46999999993
2023-02-23,20,6988,186841.86,9200.0,23089.189999999988
2023-02-23,21,7142,189658.84,9501.0,23647.309999999958
2023-02-23,22,6544,175884.52,8822.0,29901.750000000007
2023-02-23,23,4548,130762.78,6026.0,18134.16000000003
2023-02-24,0,2870,80566.33,3942.0,11397.29
2023-02-24,1,1643,45368.43,2210.0,6291.769999999996
2023-02-24,2,970,23910.79,1355.0,3339.3499999999963
2023-02-24,3,567,14249.88,753.0,2036.2199999999984
2023-02-24,4,451,15972.38,541.0,2317.2400000000002
2023-02-24,5,665,26726.91,786.0,4427.680000000002
2023-02-24,6,1656,50896.45,1913.0,8103.099999999986
2023-02-24,7,3071,84758.35,3700.0,18655.69000000005
2023-02-24,8,3968,100060.46,4818.0,11833.630000000034
2023-02-24,9,4757,121335.84,5985.0,14877.690000000026
2023-02-24,10,5107,132271.45,6488.0,16325.470000000021
2023-02-24,11,5397,135198.77,6964.0,15974.55000000002
2023-02-24,12,5918,153209.78,7770.0,18324.76000000001
2023-02-24,13,6018,167058.46,7907.0,36793.42999999998
2023-02-24,14,6966,194017.24,9306.0,24195.539999999917
2023-02-24,15,7099,193684.22,9628.0,32947.550000000134
2023-02-24,16,6975,205386.26,9294.0,22418.379999999936
2023-02-24,17,7796,214430.73,10237.0,22331.010000000086
2023-02-24,18,8465,226015.38,11209.0,23542.579999999998
2023-02-24,19,8147,220207.61,11040.0,23875.88999999997
2023-02-24,20,6703,171166.46,9369.0,19724.839999999993
2023-02-24,21,6803,176234.59,9564.0,20979.670000000027
2023-02-24,22,7000,184923.86,10110.0,22212.570000000003
2023-02-24,23,6480,172327.66,9097.0,20878.410000000007
2023-02-25,0,5736,154698.35,7979.0,19771.95999999994
2023-02-25,1,4663,112382.08,6552.0,13980.930000000015
2023-02-25,2,3335,76526.39,4684.0,9347.510000000007
2023-02-25,3,2096,49366.57,3000.0,6148.450000000007
2023-02-25,4,1115,31046.2,1474.0,4421.149999999999
2023-02-25,5,508,18914.66,591.0,3161.650000000001
2023-02-25,6,872,32085.21,1065.0,5374.449999999998
2023-02-25,7,1326,41643.15,1636.0,19119.019999999993
2023-02-25,8,2169,59203.96,2841.0,8401.11
2023-02-25,9,3472,84761.29,4560.0,11557.029999999995
2023-02-25,10,4795,112453.73,6525.0,14297.889999999983
2023-02-25,11,5347,126367.7,7343.0,15491.270000000015
2023-02-25,12,6017,144869.0,8308.0,31782.129999999954
2023-02-25,13,6572,169454.2,9149.0,21338.62999999991
2023-02-25,14,6563,174131.91,9296.0,21671.260000000013
2023-02-25,15,6499,167529.41,9269.0,20487.350000000035
2023-02-25,16,6992,178869.5,10105.0,21727.27000000004
2023-02-25,17,6807,167789.08,9605.0,19537.639999999996
2023-02-25,18,7369,183371.48,10465.0,21356.110000000026
2023-02-25,19,7058,174683.72,10004.0,19859.970000000034
2023-02-25,20,5607,143259.35,8056.0,16432.999999999978
2023-02-25,21,5748,147506.37,8424.0,17097.36000000001
2023-02-25,22,6429,170811.85,9534.0,20214.94000000002
2023-02-25,23,6496,171110.74,9234.0,20773.580000000024
2023-02-26,0,5518,141957.94,7792.0,31927.29999999999
2023-02-26,1,4721,112640.95,6676.0,13747.61
2023-02-26,2,3452,79885.85,4947.0,9707.759999999978
2023-02-26,3,2329,55911.03,3380.0,7181.740000000006
2023-02-26,4,1322,38469.27,1775.0,5368.440000000006
2023-02-26,5,527,23322.26,669.0,3837.6100000000015
2023-02-26,6,818,31688.18,1017.0,5308.1299999999965
2023-02-26,7,1194,41230.74,1529.0,6758.329999999994
2023-02-26,8,1714,50558.33,2168.0,7884.27000000001
2023-02-26,9,2893,77845.19,3898.0,11436.140000000012
2023-02-26,10,4308,109285.71,5942.0,14869.879999999983
2023-02-26,11,5259,131232.36,7334.0,17353.680000000048
2023-02-26,12,5665,150871.75,7935.0,19841.430000000015
2023-02-26,13,6047,170351.67,8467.0,22935.46000000004
2023-02-26,14,5808,166829.35,8131.0,22123.609999999917
2023-02-26,15,5416,156526.11,7635.0,20917.449999999983
2023-02-26,16,5641,167673.25,7844.0,22549.45000000002
2023-02-26,17,5657,162709.13,7926.0,21833.090000000055
2023-02-26,18,5254,144486.37,7335.0,19167.890000000025
2023-02-26,19,4753,136635.5,6681.0,18893.040000000005
2023-02-26,20,3981,114550.99,5468.0,15525.47000000001
2023-02-26,21,3749,123187.44,5069.0,18334.210000000036
2023-02-26,22,3038,110068.9,4094.0,17258.119999999977
2023-02-26,23,2081,84071.76,2781.0,13786.089999999991
2023-02-27,0,1202,45915.15,1603.0,7742.359999999992
2023-02-27,1,550,20187.02,701.0,3371.350000000004
2023-02-27,2,289,8453.17,398.0,1278.1099999999997
2023-02-27,3,225,6915.09,288.0,990.8699999999998
2023-02-27,4,264,9710.14,336.0,1598.7900000000002
2023-02-27,5,646,23744.22,750.0,4016.100000000001
2023-02-27,6,1793,57877.44,2148.0,9176.089999999993
2023-02-27,7,3619,98244.36,4403.0,13338.450000000026
2023-02-27,8,4812,126337.36,5875.0,15698.890000000025
2023-02-27,9,4692,123635.57,5808.0,15111.339999999998
2023-02-27,10,4718,127088.25,5970.0,15827.52000000001
2023-02-27,11,5114,142004.45,6562.0,17948.089999999997
2023-02-27,12,5467,145157.23,6982.0,18190.499999999967
2023-02-27,13,5453,155083.73,7069.0,20947.52999999995
2023-02-27,14,5891,162992.32,7662.0,21468.339999999942
2023-02-27,15,6098,165454.44,7964.0,30478.890000000094
2023-02-27,16,6254,187398.72,8120.0,21550.980000000065
2023-02-27,17,6736,192943.15,8538.0,21597.580000000056
2023-02-27,18,7205,197234.59,9154.0,22173.159999999913
2023-02-27,19,6103,169178.86,7811.0,19907.970000000016
2023-02-27,20,5278,135286.79,6845.0,23453.43000000002
2023-02-27,21,4742,120132.01,6087.0,15168.179999999966
2023-02-27,22,3609,101557.16,4656.0,14122.469999999988
2023-02-27,23,2232,76253.43,2880.0,11746.720000000003
2023-02-28,0,1247,45407.61,1621.0,7375.140000000006
2023-02-28,1,505,20359.56,629.0,3673.6699999999973
2023-02-28,2,360,14877.16,476.0,2808.479999999998
2023-02-28,3,258,12732.8,339.0,2420.460000000001
2023-02-28,4,300,13549.22,366.0,2374.1900000000005
2023-02-28,5,589,21061.81,730.0,3405.350000000002
2023-02-28,6,1811,51405.2,2062.0,7896.499999999996
2023-02-28,7,3849,93533.8,4501.0,12005.360000000013
2023-02-28,8,5369,124695.43,6337.0,14174.17999999999
2023-02-28,9,5236,125899.37,6276.0,26442.560000000012
2023-02-28,10,5106,129734.35,6266.0,15475.910000000024
2023-02-28,11,5329,136472.65,6612.0,16096.690000000055
2023-02-28,12,5515,138694.29,7018.0,26280.27999999992
2023-02-28,13,5657,146824.03,7157.0,31262.490000000016
2023-02-28,14,6196,161568.11,7861.0,19744.41999999999
2023-02-28,15,6458,168959.45,8366.0,20622.189999999984
2023-02-28,16,6151,176315.55,7922.0,20449.919999999984
2023-02-28,17,7106,194770.85,9020.0,21380.68999999996
2023-02-28,18,7379,189035.38,9262.0,19841.179999999957
2023-02-28,19,6307,172612.25,8024.0,20040.149999999998
2023-02-28,20,6047,157117.18,7900.0,19893.67999999997
2023-02-28,21,6082,162087.36,7983.0,21123.329999999944
2023-02-28,22,4961,142784.55,6517.0,19708.480000000018
2023-02-28,23,3327,106334.86,4433.0,15706.030000000059
2023-03-01,0,1696,53698.34,2197.0,8353.71
2023-03-01,1,794,26421.19,1038.0,4110.290000000003
2023-03-01,2,336,7995.59,442.0,1047.3099999999997
2023-03-01,3,286,9140.79,347.0,1484.87
2023-03-01,4,305,12718.35,361.0,11448.149999999996
2023-03-01,5,635,21897.4,750.0,3528.0299999999975
2023-03-01,6,1861,53452.9,2121.0,78569.62999999998
2023-03-01,7,4188,102711.43,5018.0,15138.11999999998
2023-03-01,8,5813,144478.84,6798.0,34733.02999999998
2023-03-01,9,5822,151996.51,6880.0,17609.819999999967
2023-03-01,10,5552,143472.3,6820.0,16112.480000000021
2023-03-01,11,5708,149797.56,7148.0,17083.000000000033
2023-03-01,12,6252,168265.43,7914.0,19574.42000000003
2023-03-01,13,6329,177394.47,8063.0,28083.979999999945
2023-03-01,14,6846,190951.85,8723.0,36877.25999999999
2023-03-01,15,7247,202681.97,9363.0,32831.50000000003
2023-03-01,16,7063,214351.17,9015.0,38041.38000000001
2023-03-01,17,7933,224027.88,10096.0,22748.54000000002
2023-03-01,18,8654,234425.59,10853.0,23454.569999999956
2023-03-01,19,7623,211777.22,9667.0,23621.730000000003
2023-03-01,20,7218,187433.61,9316.0,22862.00000000005
2023-03-01,21,7111,184274.82,9137.0,22860.880000000012
2023-03-01,22,6169,172697.85,8038.0,22850.760000000024
2023-03-01,23,3856,116832.3,5027.0,16611.020000000004
2023-03-02,0,2018,59016.4,2591.0,8958.709999999988
2023-03-02,1,1023,29283.4,1332.0,4377.510000000001
2023-03-02,2,551,14000.24,731.0,1902.0700000000004
2023-03-02,3,338,9775.32,429.0,1446.660000000001
2023-03-02,4,309,11967.99,342.0,15611.320000000003
2023-03-02,5,637,22200.78,768.0,3553.989999999997
2023-03-02,6,1885,54117.39,2128.0,8101.239999999999
2023-03-02,7,4197,106157.8,4944.0,171244.34999999998
2023-03-02,8,5619,138489.45,6555.0,15976.920000000011
2023-03-02,9,5610,143747.72,6738.0,16258.219999999956
2023-03-02,10,5492,140329.7,6810.0,15898.10000000003
2023-03-02,11,5874,153008.26,7366.0,25257.750000000055
2023-03-02,12,6105,168104.57,7745.0,19743.33999999998
2023-03-02,13,6334,178307.48,8092.0,21570.429999999895
2023-03-02,14,6903,202334.16,8697.0,24362.23999999999
2023-03-02,15,7078,199487.78,9086.0,33352.54000000006
2023-03-02,16,7185,223545.98,9077.0,24774.47000000001
2023-03-02,17,8131,236431.12,10504.0,24541.940000000002
2023-03-02,18,8934,244666.02,11186.0,24714.710000000116
2023-03-02,19,7625,210287.06,9762.0,23129.470000000038
2023-03-02,20,7161,192430.62,9230.0,23972.189999999948
2023-03-02,21,7441,196039.25,9818.0,24120.470000000038
2023-03-02,22,6982,190466.84,9186.0,24491.510000000002
2023-03-02,23,5512,159683.75,7339.0,22096.620000000054
2023-03-03,0,3140,87361.93,4236.0,11833.969999999994
2023-03-03,1,1662,39515.65,2274.0,5208.379999999999
2023-03-03,2,990,24518.23,1404.0,3225.1400000000062
2023-03-03,3,573,14942.31,788.0,2138.9100000000026
2023-03-03,4,478,17101.4,586.0,2682.99
2023-03-03,5,681,26126.88,794.0,4281.610000000003
2023-03-03,6,1640,49446.31,1888.0,165152.14
2023-03-03,7,3286,85015.61,4008.0,11135.060000000003
2023-03-03,8,4505,114361.84,5441.0,13917.129999999992
2023-03-03,9,4883,130588.03,6131.0,16120.099999999997
2023-03-03,10,5006,132246.79,6399.0,16368.600000000033
2023-03-03,11,5262,132909.25,6604.0,15540.28
2023-03-03,12,5842,154923.09,7449.0,26623.719999999998
2023-03-03,13,6191,171545.68,7952.0,21934.01000000006
2023-03-03,14,6983,192000.24,9038.0,23407.78000000001
2023-03-03,15,7204,199384.8,9511.0,33711.22999999993
2023-03-03,16,7096,215127.51,9303.0,23687.800000000087
2023-03-03,17,7770,214608.08,10211.0,22465.429999999942
2023-03-03,18,7969,218280.3,10457.0,23493.059999999976
2023-03-03,19,7962,215577.54,10772.0,30255.729999999887
2023-03-03,20,6857,171572.21,9568.0,19427.73000000009
2023-03-03,21,7058,171382.81,10055.0,19663.369999999995
2023-03-03,22,6815,173472.59,9474.0,32358.589999999927
2023-03-03,23,6575,170387.88,8853.0,20846.259999999987
2023-03-04,0,5318,136053.9,6941.0,16823.199999999983
2023-03-04,1,3802,90993.72,4968.0,10843.049999999974
2023-03-04,2,2412,55037.29,3232.0,6605.809999999998
2023-03-04,3,1547,37092.88,2046.0,4796.069999999996
2023-03-04,4,772,22353.3,969.0,3232.8500000000017
2023-03-04,5,383,14414.42,469.0,2392.319999999998
2023-03-04,6,972,33770.34,1133.0,5646.999999999997
2023-03-04,7,1478,45481.82,1848.0,13002.799999999997
2023-03-04,8,2175,53936.41,2795.0,7451.799999999988
2023-03-04,9,3495,87691.3,4627.0,11531.869999999995
2023-03-04,10,4374,100181.3,5928.0,12303.369999999999
2023-03-04,11,5323,127288.03,7308.0,15697.650000000045
2023-03-04,12,6198,149641.46,8508.0,17973.11999999999
2023-03-04,13,6637,168490.03,9337.0,20886.44999999997
2023-03-04,14,6486,172533.7,9116.0,21705.819999999883
2023-03-04,15,6590,170726.4,9361.0,21160.840000000102
2023-03-04,16,6998,180012.81,9983.0,21338.809999999965
